CustomerID,top_risk_drivers,top_protective_drivers,model_explanation
16247,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, monetary_mean."
16249,"orders_last_30d, trend_orders_30_vs_90, monetary_total","orders_last_60d, recency_days, frequency_orders","Main churn-risk drivers: orders_last_30d, trend_orders_30_vs_90, monetary_total. Main factors reducing churn risk: orders_last_60d, recency_days, frequency_orders."
16250,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16253,"frequency_orders, orders_last_60d, recency_days","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, orders_last_60d, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16255,"spend_last_60d, trend_orders_30_vs_90, orders_last_30d","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: spend_last_60d, trend_orders_30_vs_90, orders_last_30d. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
16256,"frequency_orders, recency_days, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16257,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, orders_last_30d."
16258,"spend_last_60d, trend_orders_30_vs_90, orders_last_90d","monetary_total, spend_last_90d, orders_last_60d","Main churn-risk drivers: spend_last_60d, trend_orders_30_vs_90, orders_last_90d. Main factors reducing churn risk: monetary_total, spend_last_90d, orders_last_60d."
16261,"frequency_orders, monetary_total, orders_last_30d","recency_days, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, monetary_mean."
16265,"orders_last_30d, trend_orders_30_vs_90, spend_last_60d","frequency_orders, monetary_total, recency_days","Main churn-risk drivers: orders_last_30d, trend_orders_30_vs_90, spend_last_60d. Main factors reducing churn risk: frequency_orders, monetary_total, recency_days."
16266,"monetary_total, trend_orders_30_vs_90, orders_last_30d","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: monetary_total, trend_orders_30_vs_90, orders_last_30d. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
16270,"frequency_orders, recency_days, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16271,"trend_orders_30_vs_90, monetary_total, frequency_orders","orders_last_60d, recency_days, trend_spend_30_vs_90","Main churn-risk drivers: trend_orders_30_vs_90, monetary_total, frequency_orders. Main factors reducing churn risk: orders_last_60d, recency_days, trend_spend_30_vs_90."
16272,"frequency_orders, monetary_total, orders_last_30d","recency_days, trend_orders_30_vs_90, orders_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, orders_last_60d."
16274,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
16275,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16276,"frequency_orders, orders_last_60d, monetary_total","trend_spend_30_vs_90, spend_last_60d, orders_last_30d","Main churn-risk drivers: frequency_orders, orders_last_60d, monetary_total. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, orders_last_30d."
16278,"frequency_orders, monetary_total, orders_last_30d","recency_days, trend_orders_30_vs_90, orders_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, orders_last_60d."
16279,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, orders_last_30d."
16282,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
16283,"monetary_total, trend_orders_30_vs_90, frequency_orders","recency_days, trend_spend_30_vs_90, spend_last_60d","Main churn-risk drivers: monetary_total, trend_orders_30_vs_90, frequency_orders. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, spend_last_60d."
16287,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, orders_last_30d."
16292,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, orders_last_30d."
16293,"orders_last_30d, trend_spend_30_vs_90, spend_last_90d","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: orders_last_30d, trend_spend_30_vs_90, spend_last_90d. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
16297,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
16298,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16302,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, orders_last_30d."
16303,"spend_last_60d, frequency_orders, spend_last_30d","monetary_total, spend_last_90d, recency_days","Main churn-risk drivers: spend_last_60d, frequency_orders, spend_last_30d. Main factors reducing churn risk: monetary_total, spend_last_90d, recency_days."
16305,"frequency_orders, monetary_total, trend_orders_30_vs_90","recency_days, trend_spend_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, trend_orders_30_vs_90. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, orders_last_30d."
16306,"orders_last_60d, monetary_total, spend_last_90d","frequency_orders, spend_last_60d, trend_orders_30_vs_90","Main churn-risk drivers: orders_last_60d, monetary_total, spend_last_90d. Main factors reducing churn risk: frequency_orders, spend_last_60d, trend_orders_30_vs_90."
16308,"monetary_median, monetary_mean, frequency_orders","recency_days, trend_orders_30_vs_90, orders_last_60d","Main churn-risk drivers: monetary_median, monetary_mean, frequency_orders. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, orders_last_60d."
16309,"frequency_orders, monetary_total, orders_last_30d","recency_days, trend_orders_30_vs_90, orders_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, orders_last_60d."
16315,"frequency_orders, recency_days, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, recency_days, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16316,"orders_last_60d, trend_orders_30_vs_90, spend_last_90d","frequency_orders, monetary_total, trend_spend_30_vs_90","Main churn-risk drivers: orders_last_60d, trend_orders_30_vs_90, spend_last_90d. Main factors reducing churn risk: frequency_orders, monetary_total, trend_spend_30_vs_90."
16317,"frequency_orders, orders_last_30d, monetary_total","recency_days, orders_last_60d, monetary_mean","Main churn-risk drivers: frequency_orders, orders_last_30d, monetary_total. Main factors reducing churn risk: recency_days, orders_last_60d, monetary_mean."
16319,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16320,"frequency_orders, orders_last_60d, monetary_total","trend_spend_30_vs_90, spend_last_60d, orders_last_30d","Main churn-risk drivers: frequency_orders, orders_last_60d, monetary_total. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, orders_last_30d."
16321,"recency_days, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: recency_days, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16323,"frequency_orders, monetary_total, orders_last_60d","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16324,"monetary_total, trend_orders_30_vs_90, frequency_orders","orders_last_60d, recency_days, trend_spend_30_vs_90","Main churn-risk drivers: monetary_total, trend_orders_30_vs_90, frequency_orders. Main factors reducing churn risk: orders_last_60d, recency_days, trend_spend_30_vs_90."
16325,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, recency_days","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, recency_days."
16326,"orders_last_30d, trend_orders_30_vs_90, orders_last_90d","frequency_orders, orders_last_60d, recency_days","Main churn-risk drivers: orders_last_30d, trend_orders_30_vs_90, orders_last_90d. Main factors reducing churn risk: frequency_orders, orders_last_60d, recency_days."
16327,"orders_last_60d, spend_last_90d, trend_spend_30_vs_90","monetary_total, spend_last_60d, frequency_orders","Main churn-risk drivers: orders_last_60d, spend_last_90d, trend_spend_30_vs_90. Main factors reducing churn risk: monetary_total, spend_last_60d, frequency_orders."
16330,"frequency_orders, monetary_total, orders_last_30d","orders_last_60d, recency_days, spend_last_60d","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_30d. Main factors reducing churn risk: orders_last_60d, recency_days, spend_last_60d."
16332,"monetary_total, trend_orders_30_vs_90, frequency_orders","recency_days, trend_spend_30_vs_90, monetary_mean","Main churn-risk drivers: monetary_total, trend_orders_30_vs_90, frequency_orders. Main factors reducing churn risk: recency_days, trend_spend_30_vs_90, monetary_mean."
16333,"spend_last_60d, monetary_mean, monetary_median","frequency_orders, monetary_total, spend_last_90d","Main churn-risk drivers: spend_last_60d, monetary_mean, monetary_median. Main factors reducing churn risk: frequency_orders, monetary_total, spend_last_90d."
16338,"frequency_orders, monetary_total, orders_last_60d","trend_spend_30_vs_90, spend_last_60d, recency_days","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_60d. Main factors reducing churn risk: trend_spend_30_vs_90, spend_last_60d, recency_days."
16339,"frequency_orders, monetary_total, recency_days","spend_last_60d, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, recency_days. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, monetary_mean."
16340,"frequency_orders, monetary_total, orders_last_30d","recency_days, trend_orders_30_vs_90, monetary_mean","Main churn-risk drivers: frequency_orders, monetary_total, orders_last_30d. Main factors reducing churn risk: recency_days, trend_orders_30_vs_90, monetary_mean."
16341,"frequency_orders, orders_last_60d, monetary_total","spend_last_60d, trend_orders_30_vs_90, orders_last_30d","Main churn-risk drivers: frequency_orders, orders_last_60d, monetary_total. Main factors reducing churn risk: spend_last_60d, trend_orders_30_vs_90, orders_last_30d."
16342,"monetary_total, frequency_orders, trend_orders_30_vs_90","orders_last_60d, recency_days, trend_spend_30_vs_90","Main churn-risk drivers: monetary_total, frequency_orders, trend_orders_30_vs_90. Main factors reducing churn risk: orders_last_60d, recency_days, trend_spend_30_vs_90."
